Text,Actual,Predicted
একা রামে রক্ষে নেই আবার সুগ্রীব দোসর,0,2
"কেন আমরা বাংলা ইংরেজী বাংলিশ মিলিয়ে কথা বলি । এরা বলছে আমরা তাদের অনুকরণ করছি কি বিস্রি ব্যাপার । এই প্রবনতা বাংলাদেশ , ইন্ডিয়াতে বেশি ",1,2
এই সংবাদ পরিবেশনের দরকার নাই । যদি চেহারা না দখানো হয় । চেহরা দেখালে হয়ত সামাজিক ভয়ে এ কাজ গুলো বন্দ হত,0,2
"গুলিস্তানের ঘোড়া গুলোর দিকে একটু নজর দিবেন প্লিজ , হাতি আর কি , তার থেকে ১০০ গুন বেশি খারাপ অবস্থায় আছে ওই ঘোরাগুলো , কী যে কষ্ট দেয় ওদেরকে , না দেখলে বুঝা যায়না ",0,2
ভাইয়া মখদুম শাহদৌলা ( রহঃ ) এর মাজার যে দরগাহপাড়াতে ওটা সিরাজগঞ্জের শাহজাদপুরের দরগাহপাড়াতে ,0,1
বালের তেহারী হানিফের পায়ের যোগ্য না । খাইয়া দেখছি নরমাল,2,1
তোর ভিডীওর বিতর শিখার কিছুও নাই । তুই একটা বাজে লোক বেটা,2,1
আমরা বাড়ি মৌলভীবাজারে । আপনারা মনে করেন সিলেট আহামরি কিছু । আসলে কিছুই না ,2,1
আমরা চাই দূরত ফাঁসি হোক জানি না সরকার কি চাই ইনসাহ আল্লাহ । আল্লাহ ভাল জানেন,0,1
হা ক্যান্টনমেন্ট জেসবের কাছে । থানার সামনের গলি,0,1
এই দেশে নিজের টাকাই তো জানোয়াররা মেরে খায় । আবার লটারীর টাকা কিভাবে দিবে ? এরা ধান্দা করতে এদেশে আসছে । ধান্দা শেষ খোদা হাফেজ,0,2
"আহারে , রাব্বির আর তন্ময় ভাইয়ের টার্ন আসতে এতো দেরি হচ্ছিল । কষ্ট লাগছিল : ",0,2
কাঁচা রসুন না খেলে কি হয়,0,2
ভাই কিভাবে যেতে হবে এটা কোথায,1,2
"খুধায় পেটটা পুড়ে গেল , মনে হচ্ছে এখনই ঝাপিয়ে পড়ি বটতলায় ",1,2
মানুষ মদ খায় গাজা খায় সাপ খায় ইদুর খায় কুকুর খায় কুমির খেলে সমস্যা কি,2,0
দেশে শান্তি চাইলে প্রথমে কুখ্যাত সন্ত্রাসী খুনি দুর্নীতিবাজ ছাত্রলীগকে নিষিদ্ধ করতে হবে,2,1
"মার্চের প্রথম সপ্তাহে গেলে কি ইউমথাম ভ্যালি , কাটাও জিরো পয়েন্ট , গুরুদুংমার লেক , ছাঙ্গুলেক পৌঁছানো যাবে ",0,1
"প্রেগন্যান্সির​ জন্য যখন কোনো রকম খাবার‌ই মুখে তুলতে পারছিনা , এই ভিডিও দেখে তাও কোলকাতার কচুরি কে মিস করছি খুব ",1,2
"বেশি সম্রাট সম্রাট না করে বাংলদেশ ইন্ডিয়া চুক্তি নিয়ে কথা বলুন , কাজে লাগবে ",0,2
"মাঝেমধ্যে জাই বোবার বিরিয়ানি খেতে , খুব টেস্টি ",1,0
কতটা নিকৃষ্ট হলে একজন অসুস্থ মানুষকে ফাঁসাতে পারে,2,1
এই হোটেল এর যতটা নাম ততটাই ভূয়া খাবার । যদি কেউ বলে খাবার মজার তাহলে মিথ্যা বলা হবে । আমি ৬ জন বন্ধু নিয়ে গিয়েছিলাম একজনেরও ভালো লাগে নাই । জঘন্য লেগেছে খাবার,2,1
* নটির বাচ্চার গুষ্টি চুদি *,2,0
ভাই এরকম ফুড রিভিউ বাংলাদেশ থেকে পাব খুব অবাক হলাম,1,2
সরকারী লোক তো কিছু হবে না,0,2
পানি খেলে কী আর খীদে কমে,0,2
হিন্দু থেকে মুসলিম হয়ে কি বললেন সুনুন,0,2
"নবী (সা) বলেন , তোমরা তোমাদের সন্তানদের নামাযের আদেশ দাও , যখন তাদের বয়স সাত বছর হবে । আর তাদেরকে নামাযের জন্য প্রহার কর যখন তাদের বয়স দশ বছর হয় এবং তাদের বিছানা পৃথক করে দাও । [আবূ দাঊদ , ৪৫৯] ",1,2
ভোট চোরদের সহচর এই অমানুষগুলো,2,1
এমন ছাতা খাওয়ার দরকার কি জীবণ দিয়ে,1,2
ভাই কিভাবে এত্ত ফেট লস করলেন একটি ভিডিও দেন,1,2
"কত গুলা আইটেম নিছে দেখছেন , আমি আর আপনি থাকলে যে কোন একটা আইটেম নিতাম , এর জন্যই এত দাম পড়ছে ",2,1
আর ঘর থাইক্কা অর্ডার কইরা,0,2
"এটার বয়স ২ বছর প্রায় । আমরা ঘুরতে ঘুরতে আবিষ্কার করি । লোকেশন হলো বাংলামোটর থেকে একদম কাছে সেভেন হিল রেস্টুরেন্ট এর পাশের বিল্ডিং । ওনাদের ফেসবুক পেজ এর লিংক দিলাম , চাইলে ওখান থেকেও লোকেশন দেখতে পারেন ",0,1
তার সব দন বান্ডার সরকারি বাজে আপ্ত করা হোক জারা অবয়দ সমপদ বানিেছে তাদের সব সমপদ সরকারী গোডাওনে বাজেআপ্ত করে দেশের উন্নতির কাজে লাগানো হুক,0,2
ধর্ষণের শাস্তি জনসম্মুখে ব্লেড দিয়ে জেন্ত শরীরের চামরা ছাড়িয়ে নেয়া হোক একটু একটু করে তাহলে আর এমন গঠনা দেখতে হবেনা,0,2
প্রেজেন্টেশান ভালো ছিল । সি - ফুডের টেস্ট একটু ডিফেরেন্ট হয়,1,0
সেটি হলো চট্টগ্রাম ও মংলা সমুদ্র বন্দর দিয়ে ভারতীয় পণ্য পরিবহনের বিষয়ে একটি স্ট্যান্ডার্ড অপারেটিং প্রসিডিউর ( এসওপি ) সই করা,0,1
জারা ঘোষ খেয়ে এসব করার সোযোগ দিছে তাদের ধরা হয়না কেন,0,2
"আদনান দা , আপনার আর বৌদির যুগলবন্দী এই ভিডিওর সবথেকে বড় পাওনা । খুব ভালো লাগলো ",1,2
অন্তত ধর্ষনের জন্য হলেও একটা কুরাআনের আইন চালু করা হোক । ধর্ষন তো দূরের কথা কেউ তাকাতেও সাহস পাবে না,1,2
"থালির সাথে অতিরিক্ত ভাতের জন্য ২৫০ টাকা , ! এতো পুরো জালি রেস্টুরেন্ট , ! যেমন মালকিন তেমন দোকান ",2,1
পিছে বিদ্যালয় এর মেয়ে টি খুব মিষ্টি ছিল,1,2
ওটা নিয়েতো একটা নিউজ ও দেখলাম না,0,1
এবার বাস্তবে দাদাগীরি হয়ে গেল.,0,1
ঠিক মনে নাই । ফাইল টাও খুজে পাচ্ছি না । তবে ১৪ থেকে ১৫০০০ রুপির বেশী না,0,1
দলীল : - ( সূরা মুহাম্মদ - 8 - 9 / তাওবা - 48 ),0,2
কোনো সময় যুদ্ধ হলে আমি রাজাকার হবো,2,1
পিবিআই মানে পুটকিতে বাঁশ ইনস্টলেশন,2,0
"কিন্তু আজ দেখি , কেমন বিদ্বেষ দুই জনপদের মাঝে । একজন অন্যজনকে দেখতেই পারে না । আমার নিজের দেশের অসভ্য আছে । এই দেশেও আছে ! একজন মানুষ খাবারের রিভিউ দিল , তাকে মাদারচোদ , বেহেনচোদ , চুতিয়া বলে গালাগাল দিচ্ছে ",2,1
শিক্ষা জীবনে ছাত্র রাজনীতির দরকারটা কি সেটাই তো বুঝে আসছে না ,0,2
মানুষ কি সার্কাজম বুঝে না,0,2
মরিচ না কি বিছিয়ে রাখছে,0,2
"ভাই ধরেন আমরা 7 জন যাবো , গ্যাংটকে সব থেকে কমে হোটেলে 7 জনের জন্য কতো পড়বে ? কিংবা পার হেড ",1,2
আমাদের কে তো কেউ বলেনা আসতে,2,1
"বাহাদুরি আলাপ করছেন , কালকে আপনাকে পুলিশে বড় পোষ্টে নিয়োগ দিলে আপনিই ঘোষ খাওয়া শুরু করে দিবেন , আমি দেখেছি পুলিশ প্রশাসনে অনেক ভাল লোক ও আছে যাদেরকে টাকা দিয়ে কিনতে পারবেন না । সব লোক খারাপ নয় ",0,1
"জঘন্য , ফালতু সব পিঠা , বেশির ভাগই পচা , বাসি , বিস্বাদ , দাম বেশি , দুইচার টা ছাড়া বাকি গুলা খালি দেখতেই যা একটু সুন্দর , ! আমার টাকাটাই নষ্ট ",2,1
আমারে মাইরা ফালাইলেও এতো ঝাল খাইতে পারুম না,0,2
খিচুড়ির জন্য হলেও এই রেস্টুরেন্ট এ যাবো ❤ ️ ❤ ️ ❤ ️ ❤ ️,1,2
ফুড ব্লগিং এর মিনিং না বুঝলে সার্চ করে নিবেন,1,2
"ঢাকার চেয়েও যে কলকাতায় ভাতের দাম বেশি , এটা জানা ছিল না ",0,1
ভিডিউ টি দেখে আহামরি কিছু নেই একদম ফালতু ভিডিও,2,1
যারা এই হাতি দুটিকে দিনের পর দিন কষ্ট দিলো তাদের কে কঠিন শাস্তি দেওয়া উচিত । জীবজন্তু পশুপাখি দের ব্যবহার করে যারা ব্যবসা করে তাদের বিচার করা উচিত । ঢাকা শহরের হাতি আর গুলিস্তান থেকে ঘোড়াগুলি কে উদ্ধার করেন,0,2
"দশ টাকার লেবুচুর খাইতে মোট কত খরচ হল ভাই অাপনার ? দারুন হয়েছে ভিডিওটা । ঢাকা থেকে অামরা কিভাবে যাব ? বোমভাযা , ভাংচুর খেতে হবে ",0,1
ভাবি আপনেরে ভাইয়া ডাকে,0,1
সাবাস যমুনা টেলিভিশ আমি এই সরকারকে পছন্দ করি এই সরকার যে উন্নয়ন করেছেন সত্যি প্রশংসার দাবিদার । কিন্তু আমি এই সরকারের প্রশাসনকে একদম পছন্দ করিনা তারা মানুষকে মানুষ মনে করে না,1,2
গত শুক্রবার৯ অথবা ১১ অথবা ১৮ বহুত আশা নিয়া দুই বন্ধু সহ গিয়েছি,0,1
নাস্তা কি রে ছাগল । জল খাবার বলো । বিহারী নাকি,2,1
পাপ বাপকেও ছাড়েনা । তোদের দিন ও একদিন শেষ হবে তার পরে জনগনের দোলাই খাবে শেদিন হয়তো বেশি দূরে না,2,0
"না , সৈয়দ খালেদ সাইফুল্লাহ ভাবি ",0,1
এত কষ্ট করে যেহেতু কমেন্ট বক্সে এসে পড়েছেন । তাহলে আর একটু কষ্ট করে আমার চ্যানেলটা সাবস্ক্রাইব করে দিন । প্লিজ ভাই প্লিজ সাবস্ক্রাইব করে দেন না । ভাই ও ভাই এমন করতেছেন কেন ভাই,1,0
আবরারের কারনে সবার মুখ খুলছে,1,2
কালো জামের খালাতো ভাই ? লুল,1,0
হালায় বোকাচন্দ্র রইয়ে গেলো,2,0
"ইরান মুসলিম দেশ , কিন্তু উহারা কিন্ত অন্য জাতের ",0,2
"আপনি সামনে থেকে ডালের ওপরে নারকেল চিনতে পারছেন না , ? চাটনি কে বলছেন মিষ্টি , ভিডিওটা খুব একটা ভালো লাগলো না ",2,1
আস্তে আস্তে তুমি বাদ তোমার জানানো লাগবো না,0,1
ভিডিও জুড়ে বাজে একটা শব্দ কানে লাগছে খুব,2,1
জায়গা তো দারুন ভাই । কিন্তু আপনি যেটা বলছেন কথা সেটাই । জায়গাটা সবার জন্য নাহ,1,2
"মাহসান সপ্ন , এইবার ওর বাসায় যাইব ",0,1
"মাশরাফি দলে থাকলে , দলে রাজনৈতিক কাজ করে । তবে আশা করি কোনো জাগাতে না রাখা হউক ",2,1
"অনেক গুলো রিসোর্ট নিয়েছিলাম । মেঘ মাচাং , মেঘ পুঞ্জি , নিসোর্গ । ভাড়া গড়ে 2500 - 3500 টাকা ",0,1
ভেজাল খাবারের মহাসমারোহ,2,0
আমি আজকে পুলিশ এর চাকরি উদাহরণটাই দিবো,2,1
এরা সারাজীবন অনুসন্ধান করেই যাবে ফল প্রকাশ করা হবে না,2,1
"টুরিস্ট ভিসায় ইন্ডিয়া ঢুকে , ইন্ডিয়া থেকে মালেশিয়া ফ্লাই করে , আবার ইন্ডিয়ায় রির্টান করা যাবে ? ( মালেশিয়ার টুরিস্ট ভিসা লাগানো আছে ) ",1,2
ঐ শালারে বরখাস্ত করা উচিৎ । একটা দ্বায়িত্বশীল জায়গায় থেকে সে কিভাবে এই হুমকি দেয়,2,0
"এই টিকেট ব্যবসা বন্ধ হোক , আর ভোক্তা অধিকারে মামলা করা হোক ",1,2
শেখহাসিনার দুই গালে জুতা মারো তালে তালে,2,0
"ক্যামেরা ম্যান কে খাবারের দিকে একটু বেশী ফোকাস করতে বলেন , উনি খাবার গুলোকে আকর্ষনীয় ভাবে প্রেজেন্ট করতে পারছেন না । ক্যামেরাম্যান চেঞ্জ করেন প্লিজ , নাইলে এই প্রোগ্রামের মান কমবে । আর আপনি যখন কথা বলবেন তখন মিউজিক টা কমায় দিবেন ",0,2
এঁদের কে ক্যামেরা সামনে আনা উচিত তার পড়ে কিছু শিখা হবে,2,1
মাশরুফ ভাই এর মত মানুষ হয় না,1,2
অবশ্যই সুবহান আল্লাহ বলা উচিৎ,1,0
এরা মানুষ নাকি অন্যকিছু ,2,1
বাঘের গন্ধ পাই তুমার মাঝে নুরু ভাই ❤ ❤ ❤ ❤ ❤ ❤,1,2
"খুব ভালো , আপনি আসুন আমরা বাড়িতে , ৮৬১৭৭১৭২৬৮ আমার ফোন নাম্বার ",0,1
আশরাফুল তো আর পাপনের খাতিরের মানুষ বা দলীয় লোক না যে আশরাফুল কে ছাড় দিয়ে কথা বলবে পাপন ,1,2
আামাদের দেশে সব সম্ভব । এই সরকার অায়োজকদের একটা বালও ছিড়তে পারবেনা । আামাদের দেশে অাইনের যে একটা চোখ তা অার বলতে,2,1
"এইসব ফ্রি খাওয়া , রেস্টুরেন্ট পরিচিতির জন্য ",0,2
"সাবাদীকে ধন্যবাদ জানাই , আপনারায় পারেন দেশটা কে রক্ষকা করতে ",0,1
মিডিয়া আর কোন কবর পাছনা এয়টা দেকাস সে জদি কোন আন পড় ত এয়টা কিনতু দেকাতিনা ,2,0
সারা বাংলার পুলশেরা যেন এমন হয় । না বুঝে না শুনে কাউকে যেন হয়রানি ও নিয্যতন না করে । তা হলে দেখবেন বাংলাদেশ একদিন সোনার বাংলায় পরিণত হবে ,1,2
সবাই মিলে আওয়াজ তুলুন । আবিরারের লাসের উপর দিয়ে ফেনি নদীর পানি ভারতে যাবে না,0,2
সস্তার মধ্যে ভিডিও দিয়েন ,2,1
অামি কাগজ দিয়ে ফুল তৈরি করা শেখায় অাপনি চাইলে দেখে অাসতে পারেন ত্ররকম ভিড়িও পেতে অামাদের সাথেই থাকুন ,0,1
বাল তর মারে চুদি তরা আরো বড় বাটপার হাতির বাঘের খাওয়ানর টাকা তাদের না খাওয়াইয়ে তরা মেরে খাস,2,1
"নাকি , সাগর রুনির মতন চইলা গেছে ",0,2
"সব খাবার বলেন ভাই ফ্রেশ , ফ্রেশ না কোনটা ভাই ",0,2
কতোগুলো স্পট ঘুরবেন তার উপর চার্জ করে উনারা । 2 / 2500 হবে হয়তো । এটা ডিপেন্ড করে সিজনের উপর,1,0
আমি শুনেছি নেপাল বা ভুটান বাই রোড ইন্ডিয়া হয়ে গেলে নাকি পরে ইন্ডিয়ান ভিসা কেনছেল হয়ে যায় বা ইন্ডিয়ান ভিসায় যে কোন সমস্যা হতে পারে,0,2
"এ থেকে একটা জিনিস শেখা যায় , আমরা যারা পড়াশুনা করছি , তারা দেশ নিয়েও ভাবা উচিত । নিজের দেশকে বিশ্বদরবারে প্রতিষ্ঠিত করার জন্য সর্বোচ্চ কিছু করা উচিত ",1,2
ভাই কোল্ড কফি টা কেমন ছিল তার রেটিং টা দিলেন না যে ?,0,1
"জুলুমবাজ ফিরআউন নমরুদ কারুন হামান । কেউ বাচতে পারেনাই আল্লাহর পাকড়াও থেকে তোরাও পারবি না , তোদেরকেও ধরবে আল্লাহ তবে সেটাএকটু পর , কারন মহান আল্লাহ সবাইকেই অবকাশ দেন ",0,1
ভবিষ্যৎ সুরক্ষিত রাখতে এই বয়েসে মা ও হয়েছে,0,2
"ভাইয়া এর থেকে ভালো মানের হোটেল কোনটা , আমি পরশু যাবো ",0,1
ভিডিও টিতে বড় ভুল আছে মান্না দেৱ নাম কফি হাঊজ গান চিচিচিচি ওকাক তু,2,1
হেতে বলে রাস্ট্রপতি হালায় একটা গাদা,2,0
"আর মাছ সেটা প্রথম কারা শুরু করেছে সেটার কোন নির্দিষ্ট প্রমান নেই । আর হাঁ এটা আমি স্বীকার করি যে বাংলাদেশে প্রচুর মাছ পাওয়া যায় , আর এটাও স্বীকার করি বাংলাদেশীরা ভারতের থেকে অনেক বেশি মাছ খায় ",1,2
"9 । মুহাম্মদ ( সাঃ ) এর আনিত শরীয়াহ ব্যতীত অন্য কোন পথে বা অন্য কোন ধর্মে জীবন পরিচালনা করলেও জান্নাত পাওয়া যাবে বা আল্লাহ সন্তষ্টি পাওয়া সম্ভব মনে করা । দলীল : - ( সূরা আলে ইমরান - 83 , 85 / ",0,1
সারা বছর তো এক বাটি ফল খেতে পারি না তা হলে প্রতিদিন এক বাটি.,0,1
সব জায়গার এ্যাড্রেস পাইলে ভাল হইত,1,2
"নাস্তিক মার্কা কথা না বলে আল্লাহর উপরে , তাউক্কুল করেন ",2,0
বাঘের বাচ্ছা নুর । আসল ঘটনা সমনে আনার জন্য ধন্যবাদ,0,1
দয়া করে এত দামী দামী রেষ্টুরেন্টে না গিয়ে সাধারণ মানের রেষ্টুরেন্টেে ভিডিও করুন,0,2
এই ধরনের ভিডিওই রেগুলারলি চাই পরপর কয়েক দিন,0,2
"এই রানা কে ""ক্ষণিকের ভাইরাল"" হতে দেওয়া যাবে না ",1,2
ছাত্র ছাত্রীর এত টাকা কোথায় পাবো,1,2
নদীর পানিতে সমুদ্রবন্দর গায়েব,0,1
আদনান ভাইয়ের বড় মন হারাই গেছ্র,0,1
আছছা লজ্জা পাওয়ার কি ? । আরো গর্ব করা দরকার । কারন ইংরেজিতে কথা বললে ওরা লজ্জা পাই না । আর আমরা কেন লজ্জ পাব ? মাথা ঠিক করে হেড লাইন লিখেন । মনে রাখবেন এটা আমাদের মাত্ভাষা,1,2
"বেনাপোল , বুড়িমারী , আখাউড়াতে দিতে হয় ",0,2
"ওহ , তুমি এই কাজ করতাছো  ",0,2
রিপোর্ট টা চমকপ্রদ হলো না,0,1
"প্রত্যেক কলেজে এমন লোমহর্ষক ঘটনা ঘটে যা নিন্দনীয় , এ ব্যপারে সরকারের সুখ্য অনুসন্ধানের জন্য মাননীয় প্রধানমন্ত্রীর দৃষ্টি আর্কষন করছি ",1,2
"ঝাল , এই কথাটাই কারও কারও কাছে ত্রাসের অপর নাম । কিন্তু আমার কাছে সেটা হচ্ছে প্যাশন ",1,2
অপচয়কারীকে উপরওয়ালা পছন্দ করেন না,0,1
ক্যান্সার / হাসপাতাল / বাল ফাউন্ডেশন / ছাল ফাউন্ডেশন যে কোনো নামে কোনো শুয়োরের বাচ্চারে যদি টিকেট বেচতে দেখি সোজা মাইর দিমু । আপনারাও দিবেন । একটা চড় হলেও দিয়ে দৌড় দিবেন যদি একলা থাকেন,2,1
"এরোকম জঘন্য র্্যগিং নামক ফালতু কালচার বন্ধ করা হোক , তানা হলে এমন হাজারো মেধাবি আবরার কে বলি হতে হবে এ সমাজ থেকে ",1,2
যাই বলো খাবার টেস্ট হলেই হবে । নাম ধাম দিয়ে কি হবে,1,2
অপ্রয়োজনীয় ইংরেজি তো আপনিও বললেন । হোস্ট না বলে উপস্থাপক বললেই হয়,2,1
"কক্সবাজার সমুদ্র সৈকত , বাংলাদেশ । পৃথিবীর সবথেকে দীর্ঘ সমুদ্র সৈকত হলো কক্সবাজার সমুদ্র সৈকত ",1,2
আম্বরখানা থেকে শাহী ইদগাহ রোডে একটা চটপটির দোকান আছে দাম ২০ টাকা শুধু ডিমের পরিমানই ১ টা দেওয়ার পড় আরো একটা দিমের অর্ধেক,1,0
"ভাগ্য ভালো বিটিভির লোকেরা ওকে পায়নি , পেলে গুম করে পেলতো , কারন বিটিভিতে তো এখন দেশ সিংগাপুর , আর বাস্তবতা হচ্ছে টাকার অভাবে বাচ্ছারা পড়তে পারেনা ",1,2
অাপনার খাওয়ার ঢংয়েই বুঝা যাচ্ছিল স্বাদ নেই তেমন,2,1
"এরা ভাবে মানুষ পাগল , মানুষ কিছু বুঝে না ",2,1
ভাউরে ভাউ বিমান ভাড়া দিয়া আমেরিকায় গেছেন খাবার খাইতে টাকা কি নিজের পকেট থেকে দিছেন,2,1
গাড়িতে ? আমরা 7 জন ( ছেলে বাদে ),1,2
আল্লাহ তুমি তাদের উচিত বিচার করো খাংকি মাগির পোলা মানবতা বলতে কিছু হাই আল্লাহ তুমি কিছি করো এই জালেমদের অত্যাচার আর সহ্য হচ্ছে না কস্ট আর দেখতে পাচ্ছি না,0,1
"একটা জিনিস খুব খারাপ লাগে , কলকাতায় ভর্তা পাওয়া যায়না । আমরা ভর্তার স্বাদে বঞ্চিত । বাংলাদেশের কোনো রেস্টুরেন্ট কে কলকাতায় শাখা খোলার আবেদন করছি ",2,1
"ফাহিম ভাই , ফুড ভ্লগিং এর পাশাপাশি শরীরের যত্ন নিয়েন । শুরু থেকেই আপনার ভিডিও দেখি । অনেক মুটিয়ে গেছেন ",2,1
ইটা একটা অমানবিক ব্যাপার যে ভিডিও ম্যান কখনো খায়না,1,2
পাঁচ ভাই হোটেল আমাদের সিলেট বাসির গৌরব,1,0
"বেশী উচ্চতার কারণে অনেকেরই শারীরিক সমস্যা হয় । একেক জনের একেক রকম সমস্যা হয় । ২ বছরের মেয়ে হয়তো ঠিক মতো বলতে পারবে না যে , কি সমস্যা হচ্ছে তার । সেই জন্যই আমি এতো ছোট বাচ্চা নিয়ে সিকিম যেতে নিষেধ করি ",0,1
"জি , ইন্ডিয়ান ট্রাজিট ভিসা লাগে ",0,2
"বাসে যেতে পারেন । কমলাপুর থেকে ছাড়ে , উত্তরা , মহাখালি থেকেও ছাড়ে । ট্রেনে যেতে পারেন । গাড়ি ভাড়া করে যেতে পারেন ",1,0
আজ থেকে আওয়ামীলীগ করা চেড়ে দেবো । জেখানে তেগি নাতার এমন করুন দসা দেখতে হল সেখানে আমাদের থেকে কি লাব । সোনা যতটুকু জানি সম্রাট ভাই নির্দোষ,0,2
তার ক্ষেত্রেও কিন্তু ঐ চাকরির জন্য যে ছেলেটা ধার বা ঝন করছে সেম কিছু একটা আছে । তাছাড়া যারা নির্বাচন করে তারা নিজের টাকা একটু কমই খরচ করার চেষ্টা করে আমার মতে ,2,1
খুব ভালো লাগলো খাবার আর সাথে জায়গাটাও,1,2
পিপি বেশিই আইলস্যা দেখা যাচ্ছে : ) ),1,0
গ্রামীনফোন এর ভিডিওটা কি স্পন্সরড ? যদি স্পন্সরড হয় তাহলে সেটা কিভাবে করেছেন ? প্রসেসটা কাইন্ডলি বলা যাবে ? যদি কিছু মনে না করেন,0,1
দাদা গরু না খেলে হয় না ? সবসময় গরু খেতেই হবে,0,2
"জায়গাটাকে রাসবিহারী মোড় বলে , যদিও এটা কালীঘাটের গায়েই ",0,2
আশরাফুলকে যেভাবে বিচার করা হইছিলো আমরা সেভাবে লোকমানের বিচার চাই ,1,2
"আহ , নওশিন আমার ক্রাশ ছিল ",0,1
"সুদিপা দিদি তো একটা সুপার চিট । বাংলাদেশ থেকে জিবাংলাতে ওনাকে দেখে আমিও এই রেস্টুরেন্টে যাবার প্রস্তুতি নিয়েছিলাম , আল্লাহ বাচাইসে চিট বাটপারের হাতে পড়ি নাই ",2,1
এখানে দোষের কি হলো দুজনেই তো রাজি তাই না ?,0,1
ভাই তোমার হাত ধরেই অন্যায় অনিয়ম ভেঙ্গে চুরমার হবে এদেশ থেকে ইনশাল্লাহ,1,2
ছাত্রলীগের মত অন্যসব রাজনৈতিক দল ক্যাম্পাস থেকে অতিসত্তর বন্ধ করে দেয়া উচিত । সাথে শিক্ষক রাজনীতিও বন্ধ করতে হবে কারন আমি ভুক্তভোগী খুবি থেকে,0,1
"যে খাওয়া দাওয়া শুরু হয়েছে স্বাস্থ আগের অবস্থায় ফিরে যেতে সময় লাগবে না , ফিন্নি ভালো না আর লেগ রোস্ট আগের মত নাই ",2,1
এবিএম সুমন বালটা তো নতুন ফেইস না । সে করুক আর ফ্লপ হোক,2,0
এরজন্য ওইসব টিকেট কেও কিনে না লাগলে ও সে পাবেনা,0,1
"ভাই , এয়ারপোর্টে ইমিগ্রেশনে কোনো সমস্যা করবে নাতো ",1,0
যমুনা টিভির মাধ্যমে এই টাকা যেন ঐ গরীব লোকটি পায় এটা আমাদের দাবি । টিকিট বিক্রি করে টাকাতো ঠিকই নিয়া নিছে । এখন টাকা দিবেনা কেন ? ওর বাপের টাকা না । এগুলো জনগনের টাকা । শলারা এর চেয়ে ভিক্ষা চাইতো জনগনের কাছে । মাদারচোদ খানকির পোলারা,0,2
ভুলবাল নিউজ কইরেন না । নারকোস বা পাবলো স্কোভার এর কোন দিক দিয়াই পরে না,0,1
"আদনান ভাইয়া আপনি আপনার চুল কালার করেন না কেন , নওশিন আপু কত সুন্দর , আপুর সাথে তো আপনাকে এখন ভাবাই যায় না ",2,1
আমরা তো দেখছি তিনি টাকা খেয়েছেন মাএ 41 কোটি  ,2,1
৭০ শতাংশ ভাগ খাবার বাসি থাকে,2,0
"ঘরে যারা ঠিক মতো খায় না বা খাইতে পারে না , বা খাওয়ার জন্য ঠিক মতো রান্না হয় না , তাদের কাছে যে কোন খাবার ই সুস্বাদু হবেই । এতে আহামরির কিসসু নাই ",1,2
শাজাহান থাকলে এসব হত না । হাসিনা সরকার বারবার দরকার,0,2
লেজভর্তাটা খেলেন না ভাই আর সাথে ওদের তো একটা চাটনী দেয়ার কথা । কি খাইলেন বুঝলাম না কিছু,0,2
"আপনার পছন্দ না হলে খাবেন , তবে আপনি উটের মূত্র খেতে যান ",2,1
ঠিক ঐ জায়গায় বসার জায়গা ছিল না,0,2
আমি ডেকার্স লেন কে আমি বলি,0,1
আমার একটা প্রশ্ন এতো কম সময়ে এতো ওজন কমা এবং বাড়া এতে কি কোন সমস্য হবে নাকি ,0,1
খিচুড়ি পর্ব মারাত্মক । বাকি টা দেখি তারপর কমেন্ট,1,2
পাশের ফ্রেন্ডটা কি ছেলে না মেয়ে ,2,1
